narration,category
NEFT/323538577938/PNB METLIFE,Insurance
IMPS-DELL-99809979,Electronics
AUTO DEBIT ZOOM CAR,Transport
UPI-DR-792311578808-SKECHERS,Shopping
NEFT-MEDPLUS-05367485,Health
MANDATE-ICLOUD STORAGE,Subscriptions
UPI-P2A-053901897823-TONI AND GUY,Personal Care
NEFT-KSEB-40261994,Utilities
UPI/DR/890137887615/ATM AXIS,Cash Withdrawal
NEFT-NEW INDIA ASSURANCE-86931546,Insurance
ECS-MORE RETAIL,Groceries
ACH DR KARNATAKA PT,Tax
NACH-1MG-71022889,Health
NACH-IOC FUEL STATION-86290597,Fuel
BILLDESK-CHEQUE BOOK CHARGES-151294,Bank Charges
UPI/HDFC MUTUAL FUND,Investment
UPI/OUT/324428882621/tdspayme@axl/Payment,Tax
UPI/DR/027715738397/NESTAWAY,Rent
RENT TRANSFER HOUSR,Rent
BILLDESK-BSES YAMUNA-293435,Utilities
LI PREMIUM KOTAK LIFE,Insurance
NEFT-SANGEETHA MOBILES-55454509,Electronics
NEFT/145771132409/NATURE BASKET,Groceries
NEFT/919311041100/IMPS TRANSFER,Transfer
RTGS/117260862833/VIT UNIVERSITY,Education
NACH-ATM KOTAK-91665404,Cash Withdrawal
IMPS-AXIS BANK FD INTEREST-93772922,Interest Income
IMPS/300246071905/PLUM GOODNESS,Personal Care
INSURANCE PREMIUM PNB METLIFE,Insurance
NACH-BAJAJ ALLIANZ GENERAL-72221289,Insurance
ACH DR CREDITAS EMI,Loan EMI
MANDATE-BAJAJ ELECTRICALS,Electronics
MANDATE-PHONEPE TRANSFER,Transfer
UPI-P2A-475085371030-VIT UNIVERSITY,Education
NEFT/142751425597/CASH COUNTER WITHDRAWAL,Cash Withdrawal
UPI/DR/758010181842/BBMP PROPERTY TAX,Tax
NACH-MAHANAGAR GAS-34449641,Utilities
UPI-DR-961327635355-ATM ICICI,Cash Withdrawal
BILLDESK-HYDERABAD METRO-795798,Transport
RTGS/775763087591/UPSTOX,Investment
POS PURCHASE IMPS TRANSFER,Transfer
NACH-INNERCHEF-98627848,Food & Dining
POS/415956/ZINGBUS,Travel
RTGS/737765465059/TPDDL,Utilities
AUTO DEBIT SIMPL EMI,Loan EMI
UPI PAYMENT HIMALAYA DRUG,Personal Care
UPI-P2A-648803270496-NEFT TRANSFER,Transfer
UPI-P2A-598825652614-FI TRANSFER,Transfer
UPI/OUT/162150441220/smallcas@paytm/Payment,Investment
MANDATE-BLACKBERRYS,Shopping
UPI/DR/201657943885/MPHASIS,Income
UPI/POORVIKA MOBILES/402027262356,Electronics
UPI-DR-754879934613-NSDL TIN PAYMENT,Tax
AUTO DEBIT SAVINGS ACCOUNT INTEREST,Interest Income
UPI-P2A-309566481842-DEBIT CARD ANNUAL FEE,Bank Charges
IMPS-MARKS AND SPENCER-81462577,Shopping
UPI-DR-919179773763-THEOBROMA,Food & Dining
UPI PAYMENT HEALTHIANS,Health
UPI/DISNEY HOTSTAR PREMIUM/905879326720,Subscriptions
UPI-P2A-413456075517-TECH MAHINDRA,Income
ECS-BLACKBERRYS,Shopping
UPI PAYMENT JBL INDIA,Electronics
NEFT-ZOMATO PRO-96805474,Subscriptions
UPI/DR/527900772734/IBM INDIA,Income
AUTO DEBIT BURGER KING,Food & Dining
NEFT/208188523975/KUVERA,Investment
ECS-KSRTC,Transport
UPI PAYMENT ATM HDFC,Cash Withdrawal
UPI/OUT/083046399341/youtubep@apl/Payment,Entertainment
AUTO DEBIT DISH TV,Utilities
UPI/ECS BOUNCE,Bank Charges
UPI/KSEB,Utilities
IMPS/949300585224/BLACKBERRYS,Shopping
NACH-RAPIDO-67539235,Transport
BILLDESK-RELIANCE DIGITAL-234715,Shopping
POS PURCHASE MAGICBRICKS,Rent
ECS-PROPERTY TAX,Tax
UPI-DR-020945857952-BOUNCE,Transport
POS 694143 GOOGLEPAY TRANSFER,Transfer
NEFT/776479288710/BOOKMYSHOW,Entertainment
UPI/DR/795750659228/SARAVANA BHAVAN,Food & Dining
RTGS/674008218529/BOUNCE CHARGES,Bank Charges
POS PURCHASE UPGRAD,Education
POS/038749/LULU HYPERMARKET,Groceries
UPI/DR/074020243085/NILGIRIS,Groceries
IMPS-SNAP FITNESS-88296793,Health
POS PURCHASE KOTAK MF,Investment
UPI/LIQUID FUND DIVIDEND/855838750020,Interest Income
NACH-JUPITER TRANSFER-37023170,Transfer
UPI PAYMENT STIPEND CREDIT,Income
UPI-P2A-193262093402-FULLERTON INDIA EMI,Loan EMI
UPI/DR/094177513272/TCS LTD,Income
UPI/COGNIZANT/418291939167,Income
UPI-DR-788165100756-HYDERABAD METRO,Transport
NEFT-MOTILAL OSWAL MF-35725648,Investment
UPI/OUT/757181894146/hindusta@ybl/Payment,Fuel
POS 157139 BOSCH,Electronics
NEFT/538063082151/HOMIGO,Rent
POLICY PREMIUM BAJAJ ALLIANZ GENERAL,Insurance
ECS-FI TRANSFER,Transfer
NEFT/191257175730/SWIGGY ONE,Subscriptions
UPI-P2A-087393787348-BHARAT PETROLEUM,Fuel
POLICY PREMIUM ICICI LOMBARD,Insurance
MANDATE-ICLOUD STORAGE,Subscriptions
NEFT-PROCESSING FEE-27394797,Bank Charges
ECS-COX AND KINGS,Travel
POS 063782 JUPITER TRANSFER,Transfer
NACH-SPAR HYPERMARKET-15982817,Groceries
RTGS/045825963921/SPEED FUELS,Fuel
UPI/FLAT RENT TRANSFER/708080425086,Rent
UPI/DR/394632376434/LINKEDIN PREMIUM,Subscriptions
IMPS/667526784585/ZEST MONEY EMI,Loan EMI
IMPS/329699694237/HERITAGE FRESH,Groceries
ACH DR SPICEJET,Travel
UPI PAYMENT DMART,Groceries
UPI/DIGIT INSURANCE/132076367298,Insurance
IMPS/573913975881/ADITYA BIRLA HEALTH,Insurance
POS PURCHASE HDFC MUTUAL FUND,Investment
INSURANCE PREMIUM UNITED INDIA INSURANCE,Insurance
NACH-POORVIKA MOBILES-64246275,Electronics
NACH-CINEPOLIS-16378462,Entertainment
POS PURCHASE RD INTEREST CREDIT,Interest Income
AUTO DEBIT MERU CABS,Transport
AUTO DEBIT AMUL PARLOUR,Food & Dining
POS 468425 MCDONALDS,Food & Dining
RTGS/599783691778/NYKAA,Personal Care
UPI/ICICI PRUDENTIAL LIFE,Insurance
NEFT/035763406775/NATIONAL INSURANCE,Insurance
ACH DR CARNIVAL CINEMAS,Entertainment
NEFT/864806227596/GST REFUND,Tax
NACH-UBER-33909776,Transport
UPI PAYMENT HIMALAYA DRUG,Personal Care
UPI/ZOSTEL,Travel
NEFT-IMPS CHARGES-67316004,Bank Charges
MANDATE-AMAZON PRIME,Subscriptions
POS/124757/YATRA,Travel
RTGS/293851602504/HALDIRAMS,Food & Dining
INCOME TAX 9731241831,Tax
MUTUAL FUND TATA MUTUAL FUND,Investment
ACH DR BAJAJ ALLIANZ LIFE,Insurance
UPI/GOIBIBO,Travel
ACH DR NON MAINTENANCE CHARGE,Bank Charges
NEFT/356711973836/ATM KOTAK,Cash Withdrawal
UPI/DR/373733302235/WHITEHAT JR,Education
SIP DEBIT ANGEL ONE,Investment
RTGS/138526344852/SPLITWISE SETTLEMENT,Transfer
ACH DR APPLE ONE,Subscriptions
RTGS/888218992801/BLINKIT,Groceries
IMPS-DELHI METRO RAIL-55083813,Transport
ACH DR SIMPLILEARN,Education
IMPS-IMPS TRANSFER-01165649,Transfer
BILLDESK-WINZO GAMES-133648,Entertainment
ACH DR CANARA BANK INTEREST,Interest Income
NEFT-MAX HEALTHCARE-53596102,Health
UPI-DR-875151614124-RTGS TRANSFER,Transfer
BILLDESK-SNAPDEAL-000115,Shopping
IMPS/760943686824/VEHICLE TAX,Tax
POS 680460 SPICEJET,Travel
UPI/OUT/596348912960/iciciban@okhdfcbank/Payment,Interest Income
BILLDESK-SMART BAZAAR-013090,Groceries
IMPS-ATM AXIS-01689179,Cash Withdrawal
UPI/OUT/058075256724/unionban@paytm/Payment,Interest Income
ECS-DMART,Groceries
MANDATE-TREEBO,Travel
IMPS-ATM PNB-66375034,Cash Withdrawal
UPI/THYROCARE,Health
AUTO DEBIT TPDDL,Utilities
IMPS-LOUIS PHILIPPE-41015964,Shopping
UPI/IOCL OUTLET,Fuel
POS 826955 BOSE INDIA,Electronics
UPI-P2A-257221511157-ATM SBI,Cash Withdrawal
NACH-OVEN STORY-84683253,Food & Dining
NEFT/925020665309/PETER ENGLAND,Shopping
MANDATE-ZINGBUS,Travel
NEFT-OPPO-62565484,Electronics
POS 286360 APOLLO HOSPITALS,Health
UPI/CAPGEMINI/967285480534,Income
ACH DR TATA CONSULTANCY,Income
IMPS/078472375463/CBSE BOARD FEES,Education
UPI/DR/774185102961/HDFC ERGO,Insurance
UPI-P2A-099157924289-ATM PNB,Cash Withdrawal
UPI-DR-965774272563-APARTMENT MAINTENANCE,Rent
AUTO DEBIT VAN HEUSEN,Shopping
POS PURCHASE TALWALKARS,Health
UPI-DR-843827841246-NATURALS SALON,Personal Care
MANDATE-ATM AXIS,Cash Withdrawal
ACH DR LINKEDIN PREMIUM,Subscriptions
UPI/ACCOUNT TRANSFER/721877471797,Transfer
ECS-NIVA BUPA,Insurance
NACH-RESONANCE-75892783,Education
BILLDESK-NATURE BASKET-068230,Groceries
MANDATE-EDUREKA,Education
UPI/FLIPKART GROCERY,Groceries
UPI/OUT/534892035994/snapfitn@okicici/Payment,Health
UPI/SOCIETY MAINTENANCE,Rent
ACH DR HP PETROL PUMP,Fuel
UPI/DR/944171340264/FORTIS HEALTHCARE,Health
NEFT-AGODA-41529535,Travel
UPI/FLIPKART/208357645863,Income
UPI-P2A-010435823787-HALDIRAMS,Food & Dining
NEFT-ECS BOUNCE-10086966,Bank Charges
POS 206127 ICICI BANK SAVINGS INTEREST,Interest Income
IMPS-AMAZON-14045719,Shopping
IMPS/058815102852/MY11CIRCLE,Entertainment
TPDDL BILL 152160,Utilities
UPI/DR/628422431820/SWIGGY INSTAMART,Food & Dining
POS 201164 AXIS MF,Investment
MANDATE-CREDITAS EMI,Loan EMI
UPI/OUT/670806410084/udupipal@ybl/Payment,Food & Dining
UPI-P2A-693753533846-MICROSOFT 365,Subscriptions
UPI/NESTAWAY,Rent
IMPS/418670568951/ACKO INSURANCE,Insurance
UPI/SWIGGY INSTAMART/100518123279,Groceries
ACH DR EDUREKA,Education
NACH-UPSTOX-45134201,Investment
UPI/YOUTUBE PREMIUM/608629339498,Entertainment
UPI-DR-502993277446-HALDIRAMS,Food & Dining
NEFT/242123696859/BMTC,Transport
POS PURCHASE EASEMYTRIP,Travel
ACH DR NATIONAL INSURANCE,Insurance
POS/426264/OYO LIFE,Rent
MANDATE-WINZO GAMES,Entertainment
UPI/DR/416291551115/STEAM INDIA,Entertainment
AUTO DEBIT SHUTTL,Transport
RTGS/331395512372/LANDLORD UPI RENT,Rent
POS/798010/LATE PAYMENT FEE,Bank Charges
ECS-CESC,Utilities
NACH-VEHICLE TAX-38498731,Tax
ECS-ICLOUD STORAGE,Subscriptions
NEFT/735851182953/BOB INTEREST CREDIT,Interest Income
RTGS/140589157316/BBMP PROPERTY TAX,Tax
AUTO DEBIT INDIGO AIRLINES,Travel
POS/173825/THYROCARE,Health
ACH DR CAR LOAN EMI,Loan EMI
IMPS/551343494238/IOC FUEL STATION,Fuel
POS 676152 KARACHI BAKERY,Food & Dining
NEFT-POST OFFICE INTEREST-52148878,Interest Income
UPI-P2A-326466750970-GOOGLEPAY TRANSFER,Transfer
BILLDESK-NILGIRIS-406884,Groceries
UPI/HP PETROL PUMP/702867949432,Fuel
UPI/TONI AND GUY,Personal Care
POS/124757/YATRA,Travel
BILLDESK-TOPPR-930028,Education
ACH DR PIZZA HUT,Food & Dining
IMPS/425462789041/CONSULTING FEES,Income
UPI/DR/519723224598/TDS PAYMENT,Tax
ECS-SPOTIFY,Entertainment
ACH DR MCAFFEINE,Personal Care
DEMAT ICICI PRUDENTIAL MF,Investment
POS 346808 NYKAA,Personal Care
UPI/OUT/717906614264/accentur@kotak/Payment,Income
UPI-DR-897991312199-NARAYANA HEALTH,Health
MANDATE-PURPLLE,Personal Care
RTGS/347260810875/STAR BAZAAR,Groceries
ATM-NFS CASH WITHDRAWAL,Cash Withdrawal
ECS-ATM ICICI,Cash Withdrawal
TDS PAYMENT 13452872,Tax
UPI-P2A-352994151166-ICICI BANK EMI,Loan EMI
POS/592669/UBER,Transport
UPI/OUT/410128899790/tataaial@okicici/Payment,Insurance
UPI/DR/421895219880/XIAOMI,Electronics
ACH DR UDUPI PALACE,Food & Dining
NEFT-KFC-36787963,Food & Dining
UPI PAYMENT IOC FUEL STATION,Fuel
NEFT/952099460713/DOCSAPP,Health
UPI/WIPRO LTD,Income
BILLDESK-CASTROL-541991,Fuel
UPI/ATM HDFC/671772001420,Cash Withdrawal
NACH-SAVINGS ACCOUNT INTEREST-22543209,Interest Income
NEFT/781645339127/CBSE BOARD FEES,Education
NEFT-ETMONEY-46392597,Investment
NACH-APARTMENT MAINTENANCE-58185443,Rent
NACH-AMAZON FRESH-32151237,Groceries
IMPS/806287553873/FAMILY TRANSFER,Transfer
IMPS/315830577309/UNIQLO,Shopping
UPI PAYMENT DU FEES PAYMENT,Education
UPI-P2A-430156984669-MOBIKWIK TRANSFER,Transfer
POS 462609 MANIPAL HOSPITALS,Health
UPI-P2A-380783089979-ATM KOTAK,Cash Withdrawal
UPI-DR-569581010382-WOODLAND,Shopping
UPI-DR-504421629006-TIMES PRIME,Subscriptions
IMPS/461042786521/SMALLCASE,Investment
ECS-NEFT TRANSFER,Transfer
POS PURCHASE BHARAT PETROLEUM,Fuel
UPI-DR-977355193948-MYNTRA,Shopping
UPI/OUT/337667122090/microsof@okicici/Payment,Subscriptions
MANDATE-CASH COUNTER WITHDRAWAL,Cash Withdrawal
MANDATE-CUEMATH,Education
AUTO DEBIT ZEE5,Entertainment
UPI PAYMENT AMAZON PAY TRANSFER,Transfer
UPI PAYMENT KOTAK MF,Investment
UPI PAYMENT NOTION PRO,Subscriptions
NEFT/127057554263/PARADISE BIRYANI,Food & Dining
POS PURCHASE STANZALIVING,Rent
ACH DR EASYDAY,Groceries
UPI/SPENCERS RETAIL,Groceries
RTGS/173807008463/H&M,Shopping
RTGS/765602903985/CONSULTING FEES,Income
UPI-P2A-844042115023-MUMBAI METRO,Transport
UPI-DR-304828095351-MERU CABS,Transport
MANDATE-REDBUS,Travel
UPI-DR-230218367270-COGNIZANT,Income
RTGS/126707060634/HDFC ERGO,Insurance
NEFT/919117166962/DELHI METRO RAIL,Transport
AUTO DEBIT MUMBAI METRO,Transport
POS PURCHASE MAKEMYTRIP,Travel
POS PURCHASE AMAZON PAY TRANSFER,Transfer
IMPS-LOCKER RENT CHARGES-80648705,Bank Charges
UPI/OUT/846399203768/unacadem@okicici/Payment,Education
UPI/SELF/04325234,Transfer
NEFT/286989201827/OYO ROOMS,Travel
UPI-DR-222166232845-NEFT TRANSFER,Transfer
UPI-P2A-569128282676-HOUSE RENT PAYMENT,Rent
UPI-P2A-507941377169-INFOSYS LTD,Income
MANDATE-SALARY CREDIT,Income
POS PURCHASE ACER,Electronics
UPI/SRM UNIVERSITY,Education
IMPS-KENDRIYA VIDYALAYA FEES-11871026,Education
POS PURCHASE NEW INDIA ASSURANCE,Insurance
UPI/DR/998697457077/VISTARA,Travel
RTGS/571411566568/DU FEES PAYMENT,Education
DISNEY HOTSTAR PREMIUM SUBSCRIPTION,Subscriptions
ACH DR LULU HYPERMARKET,Groceries
UPI/GOOGLE INDIA/641318403756,Income
IMPS/903507298824/MAX LIFE,Insurance
UPI/PVR CINEMAS,Entertainment
UPI/OUT/115543052576/hdfcbank@kotak/Payment,Interest Income
NEFT/171173483613/CANARA BANK INTEREST,Interest Income
NEFT-COLIVE-54356057,Rent
NEFT-MUMBAI METRO-23733480,Transport
POS/279157/MCGM WATER,Utilities
VIDEOCON D2H ONLINE BILL PAYMENT,Utilities
UPI/DR/417827823072/HINDUSTAN PETROLEUM,Fuel
RTGS/994994670291/BLINKIT PASS,Subscriptions
NACH-INCOME TAX PAYMENT-77618519,Tax
UPI/MOTOROLA,Electronics
UPI/BOSE INDIA,Electronics
NEFT-MEDANTA-59969010,Health
UPI/HALDIRAMS,Food & Dining
IMPS-PAYTM MONEY-61335661,Investment
AUTO DEBIT TIMES PRIME,Subscriptions
NEFT-NEFT TRANSFER-45703576,Transfer
POS PURCHASE HOMIGO,Rent
UPI/SELF/38081825,Transfer
UPI/BPCL PUMP/276795774790,Fuel
UPI-P2A-617790526690-DOCSAPP,Health
AUTO DEBIT NOTION PRO,Subscriptions
RENT TRANSFER NOBROKER,Rent
NEFT-INCOME TAX PAYMENT-14237621,Tax
UPI-P2A-529717283948-RESONANCE,Education
ECS-SCRIPBOX,Investment
POS/041272/CANARA BANK INTEREST,Interest Income
IMPS-PRACTO-21768470,Health
POS 402671 BARBEQUE NATION,Food & Dining
UPI/DR/094177513272/TCS LTD,Income
NEFT/454989140116/AMAZON INDIA,Income
NEFT/585685422744/VIDEOCON D2H,Utilities
IMPS-JAWED HABIB-39025643,Personal Care
UPI PAYMENT AIR INDIA,Travel
NEFT/613023853986/ASUS,Electronics
UPI/OUT/066478385444/rdintere@okicici/Payment,Interest Income
ACH DR MIRAE ASSET MF,Investment
NEFT-NESTAWAY-60649739,Rent
ACH DR SRI CHAITANYA,Education
UPI/DR/387265870724/DMART,Groceries
NEFT/301504016007/RD INTEREST CREDIT,Interest Income
ECS-NOBROKER,Rent
POS/634565/MONEYVIEW EMI,Loan EMI
UPI-P2A-789333853723-APARTMENT MAINTENANCE,Rent
BILLDESK-EASYDAY-540463,Groceries
UPI PAYMENT H&M,Shopping
ECS-ZOMATO PRO,Subscriptions
UPI/DR/360402805600/STAR BAZAAR,Groceries
IMPS-TATA MUTUAL FUND-79169840,Investment
UPI-P2A-291067694276-MAGICBRICKS,Rent
POS/606279/UPGRAD,Education
UPI-P2A-032453355038-EPIC GAMES,Entertainment
UPI-P2A-693753533846-MICROSOFT 365,Subscriptions
RTGS/430588628508/GREEN TRENDS,Personal Care
IMPS-MAGICBRICKS-07035265,Rent
UPI/CBSE BOARD FEES,Education
BILLDESK-PARADISE BIRYANI-801277,Food & Dining
ACH DR CASH COUNTER WITHDRAWAL,Cash Withdrawal
UPI-DR-499304849911-MSEDCL,Utilities
UPI/GST REFUND,Tax
MANDATE-BAJAJ ELECTRICALS,Electronics
UPI/SUGAR COSMETICS,Personal Care
POS PURCHASE LANDLORD UPI RENT,Rent
BILLDESK-HPCL OUTLET-816934,Fuel
IMPS-FABINDIA-81119972,Shopping
ACH DR TATA SKY,Utilities
RTGS/399265658166/MICRO ATM WITHDRAWAL,Cash Withdrawal
AUTO DEBIT BEST BUSES,Transport
POS 659598 AXIS BANK FD INTEREST,Interest Income
UPI/OUT/663984880730/reliance@oksbi/Payment,Income
MANDATE-CASTROL,Fuel
IMPS/384013102789/PVR CINEMAS,Entertainment
UPI-P2A-569903053457-PHILIPS,Electronics
NACH-MINIMUM BALANCE CHARGE-18484468,Bank Charges
NEFT-LOCKER RENT CHARGES-81731165,Bank Charges
UPI PAYMENT SNAPDEAL,Shopping
POS/034923/UNION BANK INTEREST,Interest Income
ACH DR BAJAJ ALLIANZ LIFE,Insurance
ACH DR JIO FIBER,Utilities
POS PURCHASE NATIONAL INSURANCE,Insurance
UPI/OUT/235758751684/extramar@kotak/Payment,Education
UPI/DR/669200201267/DUNZO DAILY,Groceries
BILLDESK-HOUSE RENT PAYMENT-938304,Rent
ACH DR TATA MUTUAL FUND,Investment
UPI PAYMENT ADITYA BIRLA HEALTH,Insurance
AUTO DEBIT TECH MAHINDRA,Income
POS 399866 CAR LOAN EMI,Loan EMI
UPI-DR-947586209758-FD MATURITY CREDIT,Interest Income
ECS-CAR LOAN EMI,Loan EMI
UPI PAYMENT WIPRO LTD,Income
UPI PAYMENT AIRTEL BROADBAND,Utilities
POS PURCHASE COGNIZANT,Income
UPI/AMAZON FRESH/076879785992,Groceries
POS 139922 COLIVE,Rent
POS/762942/MICROSOFT INDIA,Income
UPI/GST PAYMENT/680207949121,Tax
UPI PAYMENT UBER,Transport
UPI/DR/160551774271/APPLE MUSIC,Entertainment
UPI/PPF INTEREST CREDIT,Interest Income
ECS-SUGAR COSMETICS,Personal Care
MANDATE-WIPRO LTD,Income
POS PURCHASE KARNATAKA PT,Tax
UPI/AIRTEL DTH,Utilities
MANDATE-KISSHT EMI,Loan EMI
POS/740557/HCL TECHNOLOGIES,Income
SELF TRANSFER 36565020,Transfer
IMPS/862056565799/POST OFFICE INTEREST,Interest Income
UPI/KOTAK SAVINGS INTEREST/103282236732,Interest Income
IMPS/573913975881/ADITYA BIRLA HEALTH,Insurance
NEFT-RELIANCE PETROL-32424115,Fuel
AUTO DEBIT NOTION PRO,Subscriptions
UPI/DR/863010561147/ATM BOB,Cash Withdrawal
NACH-ATM PNB-96972193,Cash Withdrawal
MANDATE-FD MATURITY CREDIT,Interest Income
UPI PAYMENT APOLLO PHARMACY,Health
AUTO DEBIT AXIS BANK EMI,Loan EMI
MANDATE-BASKIN ROBBINS,Food & Dining
NEFT-RAPIDO-67010063,Transport
UPI/VLCC,Personal Care
BILLDESK-LENOVO-865937,Electronics
POS/711832/BHIM UPI,Transfer
POS PURCHASE DIGIT INSURANCE,Insurance
POS/959817/BARBEQUE NATION,Food & Dining
UPI-DR-886375588842-KARNATAKA PT,Tax
RTGS/555461104885/CAR LOAN EMI,Loan EMI
ACH DR LAKME SALON,Personal Care
AUTO DEBIT SRI CHAITANYA,Education
UPI/DR/196579164084/AIRTEL DTH,Utilities
ECS-MUMBAI METRO,Transport
POS PURCHASE IDFC FIRST EMI,Loan EMI
IMPS-RTGS CHARGES-21984607,Bank Charges
POS 125956 BESCOM,Utilities
UPI/ALLEN CAREER INSTITUTE,Education
UPI/SWIGGY INSTAMART,Food & Dining
ACH DR LEVI STRAUSS,Shopping
UPI/NATIONAL INSURANCE/596974780562,Insurance
UPI/OUT/155928225349/spencers@oksbi/Payment,Groceries
POS 163008 IMPS CHARGES,Bank Charges
IMPS/998104765131/TPDDL,Utilities
IMPS/201253193819/BOUNCE CHARGES,Bank Charges
MANDATE-FORTIS HEALTHCARE,Health
AUTO DEBIT FLIPKART GROCERY,Groceries
UPI PAYMENT UDEMY BUSINESS,Subscriptions
IMPS-BOSE INDIA-34649629,Electronics
ACH DR DROPBOX,Subscriptions
RTGS/275425919023/MAMAEARTH,Personal Care
SIP DEBIT MOTILAL OSWAL MF,Investment
UPI/FABHOTELS/830782136230,Travel
POS PURCHASE APOLLO PHARMACY,Health
NEFT-DISNEY HOTSTAR PREMIUM-91508268,Subscriptions
POS/244214/HOUSE RENT PAYMENT,Rent
UPI/FOREST ESSENTIALS,Personal Care
UPI/BHIM UPI/658512115065,Transfer
IMPS/810438185615/PERSONAL LOAN EMI,Loan EMI
AUTO DEBIT HOUSE RENT PAYMENT,Rent
LI PREMIUM SBI LIFE,Insurance
UPI-P2A-254534874463-DIGIT INSURANCE,Insurance
MANDATE-KARNATAKA PT,Tax
MANDATE-SPEED FUELS,Fuel
ECS-UNITED INDIA INSURANCE,Insurance
UPI-P2A-702486747265-AMAZON PAY TRANSFER,Transfer
IMPS/379318636190/WHIRLPOOL,Electronics
DEMAT UPSTOX,Investment
RTGS/263153756694/KSRTC,Transport
NEFT/SELF/42394781,Transfer
ACH DR IDFC FIRST EMI,Loan EMI
RTGS/621816871020/ADITYA BIRLA HEALTH,Insurance
MANDATE-TSRTC,Transport
RTGS/958321093883/APOLLO HOSPITALS,Health
SIP DEBIT COIN BY ZERODHA,Investment
UPI/DISNEY HOTSTAR PREMIUM,Subscriptions
NACH-HOMIGO-01490713,Rent
IMPS/699784235276/UNION BANK INTEREST,Interest Income
POS PURCHASE HOUSING.COM,Rent
UPI/OUT/842884302758/sbimutua@ibl/Payment,Investment
UPI/ZOSTEL/964156944302,Travel
UPI/OUT/525651513562/narayana@paytm/Payment,Health
IMPS/893943484683/PNB METLIFE,Insurance
UPI/OUT/799256977393/gstpayme@ybl/Payment,Tax
UPI-DR-669370379483-WHITEHAT JR,Education
RENT TRANSFER STANZALIVING,Rent
MANDATE-PAYTM WALLET,Transfer
ACH DR PROFESSIONAL TAX,Tax
MANDATE-HP,Electronics
UPI PAYMENT MUMBAI METRO,Transport
ECS-MINIMALIST INDIA,Personal Care
RTGS/313626086801/BOB INTEREST CREDIT,Interest Income
NACH-NEW INDIA ASSURANCE-80892332,Insurance
UPI/CULT FIT/067050435769,Health
NEFT-BEHROUZ BIRYANI-25211686,Food & Dining
POS PURCHASE LEVI STRAUSS,Shopping
NEFT/240033573103/CASH WITHDRAWAL BRANCH,Cash Withdrawal
NEFT/773725902275/ATM ICICI,Cash Withdrawal
BSES YAMUNA BILL 320938,Utilities
IMPS/667284343110/LULU HYPERMARKET,Groceries
POS 870264 NATIONAL INSURANCE,Insurance
UPI-P2A-650595041661-EXCITEL,Utilities
UPI/SELF/74855484,Transfer
ACH DR NON MAINTENANCE CHARGE,Bank Charges
UPI-DR-545414594286-APPLE ONE,Subscriptions
IMPS/901559633010/APARTMENT MAINTENANCE,Rent
AUTO DEBIT NEFT CHARGES,Bank Charges
UPI PAYMENT VAN HEUSEN,Shopping
UPI/LULU HYPERMARKET,Groceries
MUTUAL FUND HDFC MUTUAL FUND,Investment
UPI PAYMENT HINDUSTAN PETROLEUM,Fuel
ACH DR LIFESTYLE,Shopping
NEFT/200875342884/IOCL OUTLET,Fuel
IMPS-KAYA SKIN CLINIC-91644528,Personal Care
UPI/DR/007186533333/SHELL INDIA,Fuel
BILLDESK-SRM UNIVERSITY-079209,Education
BILLDESK-ICICI BANK SAVINGS INTEREST-825165,Interest Income
RENT TRANSFER LANDLORD UPI RENT,Rent
EMI DEBIT EDUCATION LOAN EMI,Loan EMI
NACH-MAGICBRICKS-08259495,Rent
MANDATE-SWIGGY,Food & Dining
UPI/OUT/378754900056/castrol@okaxis/Payment,Fuel
NEFT/101924825131/MICRO ATM WITHDRAWAL,Cash Withdrawal
MANDATE-IMPS CHARGES,Bank Charges
UPI-P2A-750793045853-AMAZON INDIA,Income
SIP/GROWW/88384153,Investment
UPI/SNAP FITNESS/503951465520,Health
IMPS/929621041450/PAYTM WALLET,Transfer
UPI-DR-036860994729-JIOMART,Groceries
UPI/REDBUS,Travel
ECS-MAHARASHTRA PT,Tax
UPI-DR-760292231315-SONY LIV,Entertainment
IMPS-THOMAS COOK-87825479,Travel
UPI-DR-776353125175-HOMIGO,Rent
NACH-BLUSMART-88180021,Transport
UPI/DR/741057748780/MY11CIRCLE,Entertainment
NEFT-ACCOUNT TRANSFER-96451567,Transfer
MANDATE-NEFT TRANSFER,Transfer
UPI PAYMENT TIMES PRIME,Subscriptions
ACH DR DEBIT CARD ANNUAL FEE,Bank Charges
IMPS-INET/Fund Trf/SOCIETY MAINTENANCE,Rent
POS/563459/UDEMY,Education
NEFT-IMPS TRANSFER-92558912,Transfer
IMPS-OYO LIFE-46097599,Rent
UPI-DR-011100543008-WESTSIDE,Shopping
BILLDESK-EXTRAMARKS-098235,Education
UPI/FD MATURITY CREDIT,Interest Income
BILLDESK-MANIPAL HOSPITALS-809184,Health
NEFT/004576895892/REALME,Electronics
UPI/DR/034544816859/AMAZON PAY TRANSFER,Transfer
IMPS/825702450986/RD INTEREST CREDIT,Interest Income
MANDATE-SWIGGY,Food & Dining
AUTO DEBIT TPDDL,Utilities
RTGS/141966841497/CREDITAS EMI,Loan EMI
UPI/DR/713796832918/FUND TRANSFER,Transfer
ECS-SUGAR COSMETICS,Personal Care
IMPS-PVR CINEMAS-58029987,Entertainment
ECS-MORE RETAIL,Groceries
ECS-SBI MUTUAL FUND,Investment
